show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
33238,TV Show,Running Man,안재철,"Yoo Jae-suk, Jee Seok-jin, Kim Jong-kook, Haha, Song Ji-hyo",South Korea,2010-07-11,2010,8.241,1 Seasons,"Comedy, Reality",ko,A reality and competition show where members are joined by celebs to complete a weekly mission to win the race with Seoul as the beautiful backdrop.,1929.898,187.0,8.241
32415,TV Show,Conan,,"Conan O'Brien, Andy Richter",United States of America,2010-11-08,2010,7.035,1 Seasons,"Talk, Comedy, News",en,A late night television talk show hosted by Conan O'Brien.,1670.58,229.0,7.035
37757,TV Show,MasterChef Greece,,,Greece,2010-10-03,2010,5.6,1 Seasons,Reality,el,MasterChef Greece is a Greek competitive cooking game show. It's an adaptation of the British show MasterChef.,1317.092,6.0,5.6
75685,TV Show,Prostřeno!,,"Václav Vydra, Jana Boušková",Czech Republic,2010-03-01,2010,6.5,1 Seasons,Reality,cs,The knives (and forks) are out as a group of strangers compete for the title of ultimate dinner party host. And the money on the table adds spice to the proceedings...,1095.776,6.0,6.5
33847,TV Show,The Talk,,"Amanda Kloots, Jerry O'Connell, Akbar Gbaja-Biamila, Natalie Morales, Sheryl Underwood","United States of America, Ireland",2010-10-18,2010,3.4,1 Seasons,Talk,en,"A panel of well-known news and entertainment personalities discussing current events, pop culture, contemporary issues, family, celebrity and the trending topics of the day.",712.07,12.0,3.4
250253,TV Show,Euphrosyne,"Maxim Mokrushev, Oleg Maslennikov","Anastasiya Makarova, Valeriy Zolotukhin, Irina Kartashyova, Aleksandr Klyukvin, Kseniya Entelis",,2010-02-15,2010,0.0,1 Seasons,"Drama, Soap",ru,,629.982,0.0,0.0
32798,TV Show,Hawaii Five-0,,"Alex O'Loughlin, Scott Caan, Ian Anthony Dale, Meaghan Rath, Beulah Koale","United States of America, Singapore",2010-09-20,2010,7.8,1 Seasons,"Crime, Drama, Action & Adventure",en,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",616.862,1750.0,7.8
1402,TV Show,The Walking Dead,,"Lauren Cohan, Norman Reedus, Jeffrey Dean Morgan, Melissa McBride, Christian Serratos",United States of America,2010-10-31,2010,8.103,1 Seasons,"Action & Adventure, Drama, Sci-Fi & Fantasy",en,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,485.66,16790.0,8.103
33384,TV Show,Zone,,"Michael Underwood, Angellica Bell",United States of America,2010-05-20,2010,0.0,1 Seasons,,en,"The Zone is the name given to a shopping and gaming channel on Freeview. The channel is an interactive gaming and home shopping programming block, with gaming segments from Jackpot247, and teleshopping segments from JML. On 7 November 2011, a placeholder caption appeared on Freeview channel 39, broadcasting on multiplex A, stating ""The Zone: Coming soon, The place to shop and play"". The channel launched on 14 November 2011, broadcasting between 18:00 pm and 06:00 am but was not available in Wales until 9 January 2012. The channel timeshares with CITV.",489.739,0.0,0.0
31132,TV Show,Regular Show,,"J.G. Quintel, William Salyers, Mark Hamill, Sam Marin, Minty Lewis",United States of America,2010-09-06,2010,8.621,1 Seasons,"Animation, Comedy",en,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,426.107,2045.0,8.621
64488,TV Show,Atomes crochus,,Alexandre Barrette,Canada,2010-03-01,2010,0.0,1 Seasons,,fr,"A hilarious game show in which two contestants and a panel of six stars attempt to fill in the ""hole"" left in a wacky sentence. The contestant who goes to the final game has a chance to walk away with the grand prize if they play in perfect symbiosis with a randomly selected star.",463.962,0.0,0.0
58581,TV Show,Antiques Road Trip,Ian Hendry,Tim Wonnacott,United Kingdom,2010-03-08,2010,5.0,1 Seasons,Documentary,en,"Antiques experts travel across the country, competing to make a profit at auction.",581.634,8.0,5.0
73870,TV Show,Génial!,,"Martin Carli, Stéphane Bellavance",Canada,2010-09-09,2010,2.9,1 Seasons,"Family, Talk",fr,Two teams composed of a known personality and a contestant chosen from the public battle to guess the outcomes of astonishing scientific experiments.,413.464,12.0,2.9
51038,TV Show,Natholdet,,Hadi Ka-Koush,Denmark,2010-09-27,2010,6.0,1 Seasons,"Comedy, Talk",da,,401.061,4.0,6.0
33581,TV Show,Pyaar Kii Ye Ek Kahaani,,"Vivian Dsena, Sukirti Kandpal, Priya Wal, Kishwer Merchant, Naved Aslam","India, United States of America",2010-10-18,2010,10.0,1 Seasons,"Mystery, Drama, Soap",hi,"This supernatural series narrates the story of a vampire, Abhay who falls in love with Piya, a human and how they reunite despite all odds.",406.769,1.0,10.0
31917,TV Show,Pretty Little Liars,,"Lucy Hale, Troian Bellisario, Ashley Benson, Shay Mitchell, Sasha Pieterse",United States of America,2010-06-08,2010,8.0,1 Seasons,"Drama, Mystery",en,"Based on the Pretty Little Liars series of young adult novels by Sara Shepard, the series follows the lives of four girls — Spencer, Hanna, Aria, and Emily — whose clique falls apart after the disappearance of their queen bee, Alison. One year later, they begin receiving messages from someone using the name ""A"" who threatens to expose their secrets — including long-hidden ones they thought only Alison knew.",389.58,2637.0,8.0
32692,TV Show,Blue Bloods,,"Tom Selleck, Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou","United States of America, United Kingdom",2010-09-24,2010,7.8,1 Seasons,"Crime, Drama",en,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",361.43,906.0,7.8
32390,TV Show,The Real Housewives of Beverly Hills,,"Kyle Richards, Erika Jayne, Dorit Kemsley, Garcelle Beauvais, Sutton Stracke",United States of America,2010-10-14,2010,6.3,1 Seasons,Reality,en,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.,514.676,95.0,6.3
32651,TV Show,Interns,,"Ivan Okhlobystin, Ilya Glinnikov, Aleksandr Ilyin Jr, Vadim Demchog, Svetlana Permyakova",Russia,2010-03-29,2010,7.0,1 Seasons,Comedy,ru,Witness the life of four young medical interns who experience various hilarious situations every day with their mentor and the hospital staff.,336.57,103.0,7.0
46296,TV Show,Spartacus,,"Liam McIntyre, Manu Bennett, Dustin Clare, Cynthia Addai-Robinson, Jaime Murray",United States of America,2010-01-22,2010,8.014,1 Seasons,Drama,en,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",324.023,2585.0,8.014
124864,TV Show,A Masterpiece in 100 Minutes,,"Michiko Abe, Hikaru Ijūin",Japan,2010-09-27,2010,0.0,1 Seasons,"Talk, Documentary",ja,"This program aims to decipher a challenging classic literary work over the course of four episodes lasting for a total of 100 minutes. Alongside clear explanations from skillful presenters, it utilizes animation, visual imagery, and readings to delve into the profound world of these renowned pieces.",338.901,0.0,0.0
31991,TV Show,WWE NXT,,,United States of America,2010-02-23,2010,6.8,1 Seasons,"Action & Adventure, Drama",en,Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,442.742,114.0,6.8
214252,TV Show,All My Love For You,Hwang Kyo Jin,"Kim Kap-soo, Park Mi-sun, Kim Yeong-ok, Yoon Seung-ah, Jo Kwon",South Korea,2010-11-08,2010,0.0,1 Seasons,Comedy,ko,"The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish.",314.291,0.0,0.0
66774,TV Show,Epic Rap Battles of History,,,United States of America,2010-09-26,2010,7.319,1 Seasons,Comedy,en,"Pitting notable historical and pop culture figures, real and fictional, against one another in a rap battle format.",338.596,36.0,7.319
35331,TV Show,Good Game: Spawn Point,,"Angharad Yeo, Gemma Driscoll",,2010-02-20,2010,5.0,1 Seasons,"Kids, News",en,"Hosted by passionate gamers Hex (Stephanie Bendixsen) and Bajo (Steven O'Donnell) and not so nice Robot, Darren (Data Analysing Robot for the Ruthless Extermination of Noobs), Good Game: SP will be the show for younger gamers by gamers.",435.509,1.0,5.0
61308,TV Show,Les Enfants de la télé,,"André Robitaille, Mélanie Maynard",Canada,2010-09-15,2010,6.5,1 Seasons,Talk,fr,,328.765,1.0,6.5
15260,TV Show,Adventure Time,,"Jeremy Shada, John DiMaggio, Tom Kenny, Hynden Walch, Olivia Olson","United States of America, United Kingdom",2010-04-05,2010,8.5,1 Seasons,"Animation, Comedy, Sci-Fi & Fantasy",en,"Unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo. The best of friends, our heroes always find themselves in the middle of escapades. Finn and Jake depend on each other through thick and thin.",302.054,2826.0,8.5
46182,TV Show,Ti Ti Ti,"Ary Coslov, Maria de Médicis, Marcelo Zambelli, Jorge Fernando","Murilo Benício, Alexandre Borges, Cláudia Raia, Isis Valverde, Caio Castro",Brazil,2010-07-19,2010,7.4,1 Seasons,Soap,pt,Brazilian telenovela based on the 1985 telenovela of the same name.,278.459,17.0,7.4
209068,TV Show,Ella,,"Darya Gantura, Gert Winckelmans, Ini Massez, Rik Verheye, Amaryllis Uitterlinden",Belgium,2010-09-24,2010,1.0,1 Seasons,Soap,nl,,281.763,1.0,1.0
155256,TV Show,Happy Toon,,"Hongyun Liu, Deng Yuting, Yanzi Yan, Qing Zu, Tuan Li",China,2010-07-02,2010,7.8,1 Seasons,"Animation, Kids, Comedy, Sci-Fi & Fantasy, Action & Adventure",zh,,264.317,5.0,7.8
42042,TV Show,Kaeloo,,"Rémi Chapotot, Dorothée Pousséo, Emmanuel Garijo, Féodor Atkine, Philippe Spiteri",France,2010-06-07,2010,8.5,1 Seasons,"Animation, Family, Kids, Comedy",fr,"In the Super Cute Country, a happy band of animals invents lots of games to avoid boredom.",259.428,4.0,8.5
83896,TV Show,Tempos Modernos,"José Luiz Villamarim, Luciana Oliveira, Paulo Silvestrini, Carlo Milani","Fernanda Vasconcellos, Thiago Rodrigues, Priscila Fantin, Danton Mello, Antônio Fagundes",Brazil,2010-01-11,2010,6.5,1 Seasons,"Soap, Drama, Family",pt,,254.477,3.0,6.5
84548,TV Show,Peter Hahne,,Peter Hahne,Germany,2010-06-27,2010,0.0,1 Seasons,Talk,de,,252.021,0.0,0.0
50829,TV Show,Cesty domů,"Petr Slavík, Jiří Adamec, Jaromír Polišenský","Alois Švehlík, Veronika Freimanová, Roman Zach, Miroslav Etzler, Henrieta Hornáčková",Czech Republic,2010-09-20,2010,6.5,1 Seasons,"Soap, Drama",cs,,251.964,2.0,6.5
94226,TV Show,Geet Hui Sabse Parayi,,"Ranjeev Verma, Sameer Sharma, Drashti Dhami, Gurmeet Choudhary, Abhinav Shukla",India,2010-04-05,2010,10.0,1 Seasons,,hi,"Geet, abandoned by her NRI husband, braves difficulties to find her way in a new city, and in turn finds the love and support of a new family.",348.468,1.0,10.0
33765,TV Show,My Little Pony: Friendship Is Magic,,"Tara Strong, Andrea Libman, Ashleigh Ball, Tabitha St. Germain, Cathy Weseluck","Canada, United States of America",2010-10-10,2010,8.1,1 Seasons,"Animation, Comedy, Sci-Fi & Fantasy, Kids",en,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",227.511,657.0,8.1
46222,TV Show,My Husband is a Cartoonist,,"Nao Matsushita, Osamu Mukai, Yoko Nogiwa, Ren Osugi, Yuko Kotegawa",Japan,2010-03-29,2010,8.4,1 Seasons,Drama,ja,"The 82nd NHK Asadora is Gegege no Nyobo. The story is based on a 2008 autobiography by Mura Nunoe, the wife of Gegege no Kitaro mangaka Mizuki Shigeru. The story revolves around the life of the married couple, told from the perspective of Mura. --Tokyograph",245.846,7.0,8.4
32778,TV Show,Timeless Love,,"Silvia Navarro, Juan Soler, Rocío Banquells, Julieta Rosen, Lisardo Guarinos",Mexico,2010-07-05,2010,7.5,1 Seasons,Drama,es,"Cuando me enamoro, se detiene el tiempo is a Mexican Spanish-language telenovela produced by Carlos Moreno Laguillo and Televisa. It is a remake of the 1998 Televisa telenovela La mentira. Silvia Navarro, Juan Soler and Jessica Coch are stars, with the participations of Rocío Banquells and Lisardo Guarinos as the main villains, the stellar participations of René Casados, Julieta Rosen, José Ron, and the special participation of Sebastián Zurita. Univision promoted Cuando me enamoro for the United States audience, with the first promo shown on March 30, and was initially scheduled to air at 8pm central. A second promo confirmed an April 19 airing at 7pm central. The third promo aired on April 5, confirming a 7pm/6pm central on Univision, and aired from April 20, 2011 to January 6, 2012.",266.749,286.0,7.5
60006,TV Show,Hello Counselor,,"Lee Young-ja, Jung Chan-woo, Kim Tae-Kyun, Gong Seung-yeon, Shin Dong-yup",South Korea,2010-11-22,2010,8.3,1 Seasons,Reality,ko,"A talk show with an emphasis on regular people, regardless of age or gender, that aims to help take down communication barriers by sharing stories about life.",260.873,3.0,8.3
15842,TV Show,El Clon,,"Mauricio Ochmann, Sandra Echeverría, Luz Stella Luengas, Lucy Martínez, Roberto Moll","Brazil, United States of America",2010-02-15,2010,7.812,1 Seasons,Drama,es,"Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes.",233.048,552.0,7.812
18059,TV Show,Rubi,"Manny Palo, Erick C. Salud, Darnel Joy Villaflor, Don Cuaresma","Angelica Panganiban, Jake Cuenca, Shaina Magdayao, Diether Ocampo, Cherry Pie Picache",Philippines,2010-02-15,2010,0.0,1 Seasons,Drama,tl,"Rubi was a television series in the Philippines that is a remake of Televisa's Rubí and produced by ABS-CBN which premiered February 15, 2010.",222.934,0.0,0.0
229586,TV Show,Word to a Woman,,"Larisa Savankova, Irina Sotikova, Anastasiya Dyukova, Anna Aref'eva, Aleksandr Peskov",,2010-01-18,2010,0.0,1 Seasons,Drama,ru,"Valentina, Anastasia, Polina and Rita are women from four different generations. Each of them solves their life problems in their own way, seeks love, builds a career, struggles with disappointments and learns to be happy despite the difficulties they have to overcome. They are united by friendship, work and problems that are close to any woman.",240.249,0.0,0.0
45817,TV Show,Passione,"Carlos Araújo, André Câmara, Allan Fiterman, Natália Grimberg, Luiz Henrique Rios, Denise Saraceni","Tony Ramos, Mariana Ximenes, Fernanda Montenegro, Reynaldo Gianecchini, Aracy Balabanian",Brazil,2010-05-17,2010,6.5,1 Seasons,Soap,pt,"Passíone is a Brazilian telenovela that originally aired on Rede Globo from May 05, 2010 to January 14, 2011. Is created and written by Sílvio de Abreu. The plot has the actors Fernanda Montenegro, Tony Ramos, Mariana Ximenes, Reynaldo Gianecchini, Carolina Dieckmann, Rodrigo Lombardi, Marcello Antony, Larissa Maciel, Werner Schünemann, Mayana Moura and Aracy Balabanian in the leading roles. Replacing Viver a Vida, it premiered in May 05, 2010 and ended its run in January 14, 2011 consisting of 209 episodes.",214.841,13.0,6.5
52698,TV Show,El Kebeer Awi,,"Ahmed Mekky, Mohamed Sallam, Mostafa Ghareb, Rahma Ahmed Farag, Hatim Salah","Egypt, United States of America",2010-08-11,2010,6.9,1 Seasons,"Comedy, Family, Drama",ar,"Al Kabeer seeks to find love again after his wife was gone, unaware that what he is looking for is closer than he imagines.",208.398,46.0,6.9
33761,TV Show,Triumph of Love,,"Victoria Ruffo, Maite Perroni, William Levy, Osvaldo Ríos, Susana Diazayas","Mexico, United Kingdom, United States of America",2010-10-25,2010,7.7,1 Seasons,Soap,es,A love story between a young girl wishing to become a professional model and a rich boy who works in a fashion house and falls in love with her.,275.596,459.0,7.7
94502,TV Show,Chepe Fortuna,,"Javier Jattin, Taliana Vargas, Pedro Palacio, Kristina Lilley, Susana Rojas",,2010-07-26,2010,6.4,1 Seasons,"Soap, Comedy, Drama",es,"Chepe Fortuna and Niña Cabrales are from different social classes. Chepe is a poor fisherman and Niña is from a wealthy family. He wants to become mayor to stop her wealthy family from building a port to industrialize the town. Niña is an ecologist and dissident from her family. She wants to help the community. Their love is brought together by dreams and the past, though they do not know it.",187.223,11.0,6.4
33907,TV Show,Downton Abbey,,"Maggie Smith, Michelle Dockery, Laura Carmichael, Joanne Froggatt, Hugh Bonneville",United Kingdom,2010-09-26,2010,8.1,1 Seasons,Drama,en,A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.,218.91,1036.0,8.1
30745,TV Show,My Kitchen Rules,,"Colin Fassnidge, Manu Feildel",Australia,2010-02-01,2010,5.4,1 Seasons,Reality,en,"My Kitchen Rules is an Australian competitive cooking game show broadcast on the Seven Network since 2010. The series is produced by the team who created the Seven reality show My Restaurant Rules, and was put into production based on the success of Network Ten's MasterChef Australia. My Kitchen Rules has just been renewed by the Seven Network for a fifth series.",252.256,19.0,5.4
46571,TV Show,Daring Women,Lee Dong-Hoon,"Kim Ha-kyoon, Lee Yu-ri",South Korea,2010-03-02,2010,3.0,1 Seasons,,ko,"Daring Women is a 2010 South Korean television series starring Lee Yoo-ri, Lee Chang-hoon, Seo Ji-young, and Lee Joong-moon. The morning soap opera aired on SBS on Mondays to Fridays at 8:40 a.m. from March 2 to July 30, 2010 for 105 episodes.",184.227,1.0,3.0
199332,TV Show,Only You,,,China,2010-10-30,2010,0.0,1 Seasons,Reality,zh,,191.646,0.0,0.0
52880,TV Show,Scarlet Letter,Lee Min-su,"Lee Seung-yun, Kim Yeon-ju, Kim Na-woon, Kim Byung-chul, Kim Yoo-bin",,2010-08-09,2010,0.0,1 Seasons,Drama,ko,,182.038,0.0,0.0
93686,TV Show,Česko Slovensko má talent,,,"Czech Republic, Slovakia",2010-08-29,2010,7.7,1 Seasons,Reality,cs,,199.226,3.0,7.7
33955,TV Show,Pound Puppies,,"Eric McCormack, René Auberjonois, Yvette Nicole Brown, John DiMaggio, Alanna Ubach","United States of America, Canada",2010-10-10,2010,5.2,1 Seasons,Animation,en,"Lucky, Cookie and the rest of the dogs in Shelter 17 have an important secret mission: to help every dog that comes to the pound find a new home.",176.291,10.0,5.2
32348,TV Show,A League of Their Own,,"Jamie Redknapp, Romesh Ranganathan, Micah Richards, Jill Scott",,2010-03-11,2010,6.9,1 Seasons,Comedy,en,"Two teams comprised of comedians, celebrities and sports stars compete against each other in a test of their sporting knowledge, taking place over three rounds.",185.206,12.0,6.9
85796,TV Show,Ça finit bien la semaine,,"Julie Bélanger, Jean-Michel Anctil",Canada,2010-09-24,2010,0.0,1 Seasons,Talk,fr,"A unique all-access pass to your favourite Quebec stars in a friendly, timely and entertaining format that matches the hosts’ personalities.",243.881,0.0,0.0
32864,TV Show,Dinner Date,,Natalie Casey,United Kingdom,2010-08-09,2010,5.5,1 Seasons,,en,"Three single cooks must make a meal for a blind date, but only one of them will impress enough to get a second date. Which chef will make someone hungry for more?",170.698,2.0,5.5
83893,TV Show,KBS Drama Special,,,South Korea,2010-05-15,2010,7.4,1 Seasons,Drama,ko,"Forget the existing one-act dramas! Short but impactive! KBS Drama Special presents high quality single episode dramas. Dramas are the broadcast content with the widest public appeal. KBS Drama Special will produce short dramas of far-reaching impact involving at times a serious social message, unique emotions or perspectives. It will stay abreast of modern viewership.",170.691,5.0,7.4
66219,TV Show,The Daltons,,"Christophe Lemoine, Bruno Flender, Julien Cafaro, Bernard Alane, François Morel","France, Brazil, United States of America",2010-05-23,2010,7.0,1 Seasons,"Animation, Kids, Comedy",fr,"Unshackle your laughing gas, put your ball and chain away, take a prison break and get ready to escape with the Daltons! The fab four are back! The Daltons will try every trick in the books to get out and then some: a maze of tunnels, explosives, hot air balloons and rain dances, and a whole cast of zany characters to help them get free ... or not! The only thing they don’t try using are their brains! But what they lack in intelligence, they sure make up for in willpower and imagination! The far west has never been crazier!",172.192,13.0,7.0
34035,TV Show,Aurora,"David Posada, Otto Rodríguez, Tony Rodríguez","Sara Maldonado, Eugenio Siller, Sonya Smith, Jorge Luis Pila, Aylín Mújica",United States of America,2010-11-01,2010,7.3,1 Seasons,"Mystery, Soap, Drama, Crime",es,"Having been cryogenically frozen for 20 years, Aurora's heart torn between past and present : memories of an old love and chance of a new one.",159.659,103.0,7.3
51497,TV Show,Under the Clouds,,"Vladas Radvilavičius, Elisabet Reinsalu, Liis Haab, Rita Rätsepp, Ain Lutsepp",,2010-09-08,2010,10.0,1 Seasons,,et,,168.635,2.0,10.0
38409,TV Show,RuPaul's Drag Race: Untucked,,RuPaul,United States of America,2010-02-01,2010,6.2,1 Seasons,Reality,en,"The access-all-areas pass to the drama that you didn't see on the runway—the backstage bitchiness, the catfights, the struggles, the tears and the secrets. See what happens behind the scenes of RuPaul's Drag Race when the queens let their tucks breathe... and let their emotions flow.",168.191,47.0,6.2
34284,TV Show,The Only Way Is Essex,,"Denise Van Outen, Amber Turner",United Kingdom,2010-10-10,2010,4.0,1 Seasons,Reality,en,"Part soap opera, part reality show, TOWIE follows the lives, loves and scandals of a group of real-life Essex guys and girls. Cameras capture the happenings at all kinds of glamorous locations as the cast meet up in nail bars, nightclubs and salons. Each episode features action filmed just a few days previously.",180.851,20.0,4.0
37811,TV Show,Het Huis Anubis en de Vijf van het Magische Zwaard,,"Sanne-Samina Hanssen, Alex Molenaar, Jennifer Welts, Juliann Ubbergen, Roel Dirven",Belgium,2010-03-17,2010,3.0,1 Seasons,"Kids, Mystery, Action & Adventure",nl,"Het Huis Anubis en de Vijf van Het Magische zwaard is a Dutch / Flemish mystery series in which five people, each born with an oversensitive sense, have to fight against Dark Druids who want to steal their senses for their own purposes. The House of Anubis and the Five of the Magical Sword has aired since 17 March 2010 and was broadcast on Nickelodeon. The last episode aired in 2011. There will not be a third season. The program is produced in association with Studio 100. The series is a sequel / spin-off to Het Huis Anubis, which ended a year earlier. No traces of the last residents and the cast of the original series are in the new series, although this new cast did make a cameo appearance in the last Anubis film. The movie, called: De terugkeer van Sibuna, is about Nienke and the rest of the club trying to save Appie from a German clan, who want to curse him to make themselves the rulers of the world. The only character to appear in both the original and this spin-off is Victor. He appears in the teaser for first episode, where he's seen selling the House of Anubis to Kai and Arlène.",164.762,1.0,3.0
33018,TV Show,Noah,"Lino S. Cayetano, Malu Sevilla","Piolo Pascual, Zaijian Jaranilla, Jodi Sta. Maria, Kristine Hermosa, Jolo Revilla",Philippines,2010-07-12,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Action & Adventure",tl,"Noah was a teleserye Philippine action-fantasy series produced by ABS-CBN. The series premiered on July 12, 2010.",156.415,0.0,0.0
18604,TV Show,Three Kingdoms,Gao Xixi,"Chen Jianbin, Yu Hewei, Lu Yi, Yu Rongguang, Kang Kai",China,2010-05-02,2010,7.8,1 Seasons,Drama,zh,A Chinese television series based on the events in the late Eastern Han Dynasty and the Three Kingdoms period.,161.322,23.0,7.8
34634,TV Show,Gold Rush,,"Parker Schnabel, Chris Doumitt, Paul Christie","United Kingdom, United States of America",2010-12-03,2010,7.0,1 Seasons,Reality,en,"Follow the lives of ambitious miners as they head north in pursuit of gold. With new miners, new claims, new machines and new ways to pull gold out of the ground, the stakes are higher than ever. But will big risks lead to an even bigger pay out?",169.395,157.0,7.0
19885,TV Show,Sherlock,,"Benedict Cumberbatch, Martin Freeman","United Kingdom, United States of America",2010-07-25,2010,8.514,1 Seasons,"Crime, Drama, Mystery",en,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,155.869,5630.0,8.514
61302,TV Show,Un souper presque parfait,David Béland,Antoine Vézina,Canada,2010-08-30,2010,4.8,1 Seasons,Reality,fr,"Each week, five amateur cooks compete against each other hosting a dinner party for the other contestants. Each competitor then rates the host's performance with the winner winning a cash prize.",190.934,2.0,4.8
34045,TV Show,Sister Wives,,Kody Brown,United States of America,2010-09-26,2010,6.2,1 Seasons,"Reality, Drama, Family",en,"Husband Kody Brown, along with his four wives (only one of which is legally married to Kody) and their combined 18 children, attempts to navigate life as a ""normal"" family in a society that shuns their lifestyle.",161.937,49.0,6.2
33217,TV Show,Young Justice,,"Jesse McCartney, Khary Payton, Nolan North, Danica McKellar, Stephanie Lemelin",United States of America,2010-11-26,2010,8.4,1 Seasons,"Animation, Sci-Fi & Fantasy, Action & Adventure",en,Teenage superheroes strive to prove themselves as members of the Justice League.,148.156,1123.0,8.4
21756,TV Show,Dog love,,"Ana Lucía Domínguez, Carlos Ponce, Maritza Rodríguez, Khotan Fernández, Maritza Bustamante",United States of America,2010-01-11,2010,7.2,1 Seasons,Comedy,en,"Perro Amor is a Spanish-language telenovela produced by the United States-based television network Telemundo that originally ran in the United States from January to July 2010. This is a Colombian soap opera remake of the 1998 Cenpro Televisión daily telenovela Perro Amor, written by Natalia Ospina & Andrés Salgado. As with most of its other soap operas, Telemundo broadcast English subtitles as closed captions on CC3.",146.287,26.0,7.2
34384,TV Show,Saas Bina Sasural,,"Aishwarya Sakhuja, Ravi Dubey, Darshan Jariwala, Arvind Vaidya, Rajendra Chawla",India,2010-10-18,2010,0.0,1 Seasons,"Drama, Comedy",hi,"Saas Bina Sasural was an Indian comedy-drama television series based on the story of a young lady, Taanya, called Toasty, who has a ""sasural"" consisting of seven quirky men, deprived of a ""saas"". The series aired on Sony Entertainment Television India and Sony Entertainment Television Asia. Saas Bina Sasural premiered on 18 October 2010, and was produced by Vipul D. Shah of Optimystix Entertainment. The show went off-air on 6 September 2012 with a total of 411 episodes.",204.799,0.0,0.0
31109,TV Show,Ben 10: Ultimate Alien,,"Yuri Lowenthal, Ashley Johnson, Greg Cipes, Dee Bradley Baker",United States of America,2010-04-23,2010,8.2,1 Seasons,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",en,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",134.149,826.0,8.2
32895,TV Show,Rizzoli & Isles,,"Angie Harmon, Sasha Alexander, Jordan Bridges, Bruce McGill, Lorraine Bracco","France, Germany, India, United States of America",2010-07-12,2010,7.891,1 Seasons,"Crime, Drama, Mystery",en,"Perhaps their strikingly different personalities make the relationship between detective Jane Rizzoli and medical examiner Maura Isles so effective. Jane, the only female cop in Boston's homicide division, is tough, relentless and rarely lets her guard down, while the impeccably dressed Maura displays a sometimes icy temperament — she is, after all, more comfortable among the dead than the living. Together, the best friends have forged a quirky and supportive relationship; they drop the protective shield in each other's company, and combine their expertise to solve Boston's most complex cases.",156.47,427.0,7.891
32213,TV Show,Filled With Love,,"Valentino Lanús, Ariadne Díaz, Gabriela Goldsmith, Diego Amozurrutia, Eduardo Liñán",Mexico,2010-05-03,2010,6.989,1 Seasons,"Comedy, Soap",es,"Llena de amor is a Mexican Spanish-language soap opera, produced by Televisa, that began airing in 2010. It is a remake of the 2002–2003 Venezuelan telenovela Mi Gorda Bella, which itself was inspired by the 1999–2001 Colombian telenovela Yo soy Betty, la fea. Llena de amor is about Marianela, an overweight girl, played by Ariadne Díaz, who is caught up in a set of family intrigues when she moves in with her aunt and uncle after becoming an orphan. The show premiered on May 3, 2010 in Mexico. It is produced by Angelli Nesma Medina. It formally aired in the United States on Univision at 7pm/6pm central from August 9, 2010 to April 19, 2011, replacing Mi Pecado.",199.42,89.0,6.989
46145,TV Show,Destiny River,"Fred Saddi-Naccache Limia, Marcos Schechtman, Marcelo Travesso, Alexandre Klemperer, Fred Mayrink, Luciano Sabino","Milena Toscano, Murilo Rosa, Cleo, Lima Duarte, Júlia Lemmertz",Brazil,2010-09-27,2010,6.5,1 Seasons,"Soap, Drama, Family",pt,,141.622,4.0,6.5
