show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
58561,TV Show,La Voix,,"Charles Lafortune, France D'Amour, Mario Pelchat, Corneille, Roxane Bruneau",Canada,2013-01-20,2013,0.0,1 Seasons,Reality,fr,"Vocalists from across Quebec, Canada compete in a blockbusters vocal competition. The show's innovative format features four stages of competition: the blind auditions, the battle rounds, the knockouts and, finally, the live performance shows.",68.181,0.0,0.0
40293,TV Show,Da Vinci's Demons,,"Tom Riley, Laura Haddock, Elliot Cowan, Hera Hilmar, Gregg Chillin",,2013-04-12,2013,7.542,1 Seasons,Drama,en,"The series follows the ""untold"" story of Leonardo Da Vinci: the genius during his early years in Renaissance Florence. As a 25-year old artist, inventor, swordsman, lover, dreamer and idealist, he struggles to live within the confines of his own reality and time as he begins to not only see the future, but invent it.",73.524,640.0,7.542
47550,TV Show,Barefooted Friends,Jang Hyuk-jae,"Kang Ho-dong, Kim Hyun-joong, Eun Ji-won, Yoon Jong-shin, Uie",,2013-04-21,2013,0.0,1 Seasons,Comedy,ko,"Barefooted Friends is a South Korean reality-variety show; a part of SBS's Good Sunday lineup, along with Running Man. It was first aired on April 21, 2013. The show is an ""real outdoor hardship variety""; a spin on typical outdoor variety shows. The members experience ""real happiness"" with others through challenges. The words, Barefooted is supposed to mean essence, sincerity, and real hardships, where as Friends not only represents the cast, but the people that are met as well. It has garnered attention as being the come-back program for Kang Ho-dong, the main MC of the program, after leaving Good Sunday's X-man in April 2007.",62.015,0.0,0.0
51704,TV Show,Defiance,,"Grant Bowler, Julie Benz, Stephanie Leonidas, Tony Curran, Jaime Murray",United States of America,2013-04-15,2013,6.758,1 Seasons,"Drama, Sci-Fi & Fantasy",en,"In the near future, planet Earth is permanently altered following the sudden—and tumultuous—arrival of seven unique alien races. In the boom-town of Defiance, the newly-formed civilization of humans and aliens must learn to co-exist peacefully.",61.632,493.0,6.758
60789,TV Show,Monsters vs. Aliens,,"Eric Edelstein, Chris O'Dowd, Riki Lindhome, Diedrich Bader, Diedrich Bader",United States of America,2013-03-23,2013,6.035,1 Seasons,"Animation, Family, Action & Adventure, Sci-Fi & Fantasy, Comedy",en,"Inspired by DreamWorks Animation's 2009 blockbuster feature film, this new series follows the further adventures of the beloved monsters- B.O.B., the gelatinous blob without a brain; Link, the prehistoric fish-man; Dr. Cockroach, the half-man/half-insect mad scientist; and Susan (aka Ginormica), the incredible growing woman-as they defend Earth from various alien and supernatural threats.",62.785,43.0,6.035
95503,TV Show,Zyuden Sentai Kyoryuger,,"Ryo Ryusei, Syuusuke Saito, Yamato Kinjo, Akihisa Shiono, Ayuri Konno",Japan,2013-02-17,2013,6.8,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure, Comedy",ja,"The Deboth Army who invaded the Earth in the time of the dinosaurs has revived. Wise God Torin selects 5 brave individuals who can defeat their respective Zyudenryu and give them powers to become the “People of the Strong Dragons”, Kyoryuger.",57.127,13.0,6.8
44824,TV Show,Pasión prohibida,,"Jencarlos Canela, Mónica Spear, Roberto Vander, Rebecca Jones, Mercedes Molto","Turkey, United States of America",2013-01-22,2013,7.9,1 Seasons,Drama,es,"Pasión Prohibida is a Spanish-language telenovela produced by United States-based television network Telemundo Television Studios, Miami. It is a remake of the Turkish telenovela Aşk-ı Memnu by Ece Yörenç and Melek Gençoğlu. It has been adapted from Halit Ziya Uşaklıgil's novel Aşk-ı Memnu, published in 1900, but takes place in the modern-day Miami, instead of the novel's late 19th century setting. Jencarlos Canela and Mónica Spear starred as the protagonists.",62.226,464.0,7.9
57556,TV Show,Ruby Ring,,"Lee So-yeon, Lim Jung-Eun, Kim Suk-hoon, Park Kwang-hyun, Jung Ae-ri",,2013-08-19,2013,5.5,1 Seasons,Drama,ko,"Ruby Ring is a 2013 South Korean television daily drama series starring Lee So-yeon, Im Jung-eun, Kim Suk-hoon and Park Kwang-hyun. It airs on KBS2 on Mondays to Fridays at 19:45 beginning August 19, 2013.",66.74,2.0,5.5
71388,TV Show,Rocket Monkeys,,"Seán Cullen, Mark Robert Edwards, David Berni, Jamie Watson, Mark McKinney",Canada,2013-01-10,2013,7.0,1 Seasons,"Sci-Fi & Fantasy, Animation, Comedy",en,"This Canadian cartoon focuses on two monkey brothers named Gus and Wally who are in outer space working as GASI agents (Galactic Animal Space Institute agents, so no pun intended!). They are accompanied by their robot friend YAY-OK and their boss Dr. Chimpsky as they are sent on missions to accomplish different tasks, including defeating their enemies.",65.986,2.0,7.0
46620,TV Show,Destino,"Enrique Pineda Barnet, José Acosta, Lorena Maza","Paola Nuñez, Mauricio Islas, Margarita Gralia",Mexico,2013-04-08,2013,6.0,1 Seasons,Drama,en,Destino is a Mexican telenovela produced by Maricarmen Marcos for Azteca. Paola Nuñez and Mauricio Islas star as the protagonists.,55.442,1.0,6.0
43856,TV Show,Mistresses,,"Alyssa Milano, Jes Macallan, Rochelle Aytes, Yunjin Kim, Brett Tucker",United States of America,2013-06-03,2013,5.3,1 Seasons,"Drama, Comedy",en,"Meet Savi, a successful career woman working toward the next phase in her life—both professional and personal—simultaneously bucking for partner at her law firm while she and her husband, Harry, try to start a family of their own. Savi's free-spirited and capricious baby sister, Josselyn, couldn't be more different—living single, serial dating and partying, and regularly leaning on her big sister along the way. Their common best friend, April, a recent widow and mother of two, is rebuilding her life after tragedy and learning to move forward, with the support and guidance of her closest girlfriends. And friend Karen, a successful therapist with her own practice, reconnects with the girls after her involvement in a complicated relationship with a patient goes far too deep.",65.631,68.0,5.3
48462,TV Show,The Heirs,"Kang Shin-hyo, Boo Seong-cheol","Park Shin-hye, Lee Min-ho, Kim Woo-bin, Kim Ji-won, Kang Min-hyuk",South Korea,2013-10-09,2013,7.815,1 Seasons,"Comedy, Drama",ko,"After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea's über rich.",57.052,617.0,7.815
218216,TV Show,Norm Macdonald Live,Brent Butler,"Norm Macdonald, Adam Eget",United States of America,2013-03-26,2013,7.7,1 Seasons,"Comedy, Talk",en,"Norm Macdonald Live is a weekly talk show hosted by Norm Macdonald and co-host Adam Eget. The show features interviews with comedians, actors, and other members of the entertainment community.",83.209,7.0,7.7
69395,TV Show,Legend of Lu Zhen,"Deng Wei En, Peter Pang, Lee Wai Chu","Zhao Liying, Chen Xiao, Yang Rong, Qiao Renliang, Tang Yixin",China,2013-05-03,2013,8.0,1 Seasons,Drama,zh,"To escape her cruel stepmother, Lu Zhen enters the palace and rises through the ranks with her pottery skills. Despite capturing the heart of Crown Prince Gao Zhan, social barriers and jealous enemies prevent their union. She dedicates herself to politics, helping him thwart a coup, and is eventually honored with the position of female prime minister.",56.304,2.0,8.0
68614,TV Show,Happy Noodle,,"Gao Shuguang, Kim Bo-mi, Li Fei Er, Yoon Shi-yoon, Kenji Chen",China,2013-04-28,2013,9.0,1 Seasons,Drama,zh,"Happy Noodle is about an aspiring noodle chef, Korean Cuisine Master En Ying, and Chinese Fencer Athlete Zhang Lin. and his journey to success, and their journey together. Due to a big misunderstanding, then fall in love with one another as the two try to reach their dreams and goals to be the best cooks.",58.272,1.0,9.0
59268,TV Show,The Haunted Hathaways,,"Amber Frank, Curtis Harris, Benjamin Flores Jr., Breanna Yde, Ginifer King",United States of America,2013-07-13,2013,6.979,1 Seasons,"Comedy, Family",en,"When Michelle Hathaway relocates to New Orleans to open a bakery with her daughters Taylor and Frankie, they quickly learn that life in the “Big Easy” is very different. Unbeknownst to them, their new home is already occupied by a ghost family comprised of jazz musician father Ray Preston and his sons Miles and Louie. After agreeing to live under one roof, they come to care about and rely on one another while driving each other crazy – just like any normal family would. Though leery at first, the Hathaways soon discover how much fun life can be when living with ghosts.",56.147,73.0,6.979
50042,TV Show,Below Deck,,"Kerry Titheradge, Fraser Olender, Ben Willoughby, Barbara Pascual, Xandi Olivier",United States of America,2013-07-01,2013,7.4,1 Seasons,Reality,en,"The upstairs and downstairs worlds collide when this young and single crew of ""yachties"" live, love and work together onboard a luxurious mega yacht while tending to the ever-changing needs of their wealthy, demanding charter guests.",59.59,52.0,7.4
46366,TV Show,Kahit Konting Pagtingin,"Francis Xavier Pasion, Darnel Joy Villaflor","Angeline Quinto, Sam Milby, Paulo Avelino, Snooky Serna, Joonee Gamboa",Philippines,2013-01-28,2013,0.0,1 Seasons,"Comedy, Drama",tl,"Kahit Konting Pagtingin is a Philippine television drama that aired on ABS-CBN from January 28 to April 12, 2013 replacing Aryana and worldwide on TFC on January 29, 2013. Starring Angeline Quinto, Paulo Avelino, and Sam Milby.",83.335,0.0,0.0
48552,TV Show,VICE,,,,2013-04-05,2013,6.9,1 Seasons,"Documentary, News, War & Politics",en,A documentary news series with a taboo-breaking team who deliver incredible news stories from around the world.,69.074,72.0,6.9
66038,TV Show,Les Kassos,,"Jeanne Chartier, Thierry Simon, Guillaume Darnault, Baptiste Lorber, Kévin Razy",France,2013-05-12,2013,8.1,1 Seasons,"Comedy, Animation",fr,"The crisis saves nobody. Even not the characters of our childhood. To such a point that some people of them even became socially disadvantaged persons. Fortunately for them, all is not lost and a brave social worker decided to deal with their case. Come in his office and assist its confidential interviews with Aspegix and Grodebilix, Zizimir, Sandy, Proumfs, Mr Patatos, Marius and Gigi, the Tortoises Tramps and all Kassos which suffer in the biggest indifference.",54.59,12.0,8.1
62474,TV Show,Seaside Hotel,"Hans Fabian Wullenweber, Jesper W. Nielsen","Morten Hemmingsen, Rosalinde Mynster, Anette Støvelbæk, Mads Wille, Amalie Dollerup",Denmark,2013-12-30,2013,7.9,1 Seasons,"Comedy, Drama",da,"At Andersen’s Seaside Hotel by the North Sea dunes, meet three young people as they try to emancipate themselves from the plans other people have made on their behalf.",62.58,29.0,7.9
55011,TV Show,Gargantia on the Verdurous Planet,,"Hisako Kanemoto, Kaito Ishikawa, Ai Kayano, Hideaki Tezuka, Kana Asumi",Japan,2013-04-07,2013,7.2,1 Seasons,"Action & Adventure, Animation, Sci-Fi & Fantasy",ja,"While fighting an intense inter-galactic war, a mecha pilot is accidentally warped into a space-time neither he nor his computer recognize. After waking up from a long-time hibernation, he finds himself trapped on a planet, with human residents talking in an unknown form of language, using inferior technologies, and - most shocking to him - naturally breathable air.",56.727,62.0,7.2
57607,TV Show,Kroll Show,,"Nick Kroll, Jon Daly, Jenny Slate, John Mulaney",United States of America,2013-01-16,2013,6.6,1 Seasons,Comedy,en,Kroll Show is an American sketch comedy television series created by and starring comedian Nick Kroll.,58.006,30.0,6.6
158638,TV Show,SKE48 no Oyasumi Meigen Dojo,,"Amada Masayuki, くるわ大介",,2013-04-01,2013,0.0,1 Seasons,Family,ja,"A short mini-series where the idol group SKE48 gets tested on their knowledge of famous quotes. If they fail to get the quote right, a punishment awaits them.",66.851,0.0,0.0
44593,TV Show,Pac-Man and the Ghostly Adventures,,"Ashleigh Ball, Lee Tockar, Sam Vincent, Andrea Libman, Brian Drummond","United States of America, Canada, Japan",2013-06-15,2013,7.3,1 Seasons,"Animation, Family, Kids, Comedy, Action & Adventure, Mystery",en,The fate of PacWorld lies with Pac and his loyal crew as they protect the Power Berries from falling into the sinister hands of Betrayus and his evil army of baddies.,63.848,131.0,7.3
91932,TV Show,Snapped: Killer Couples,,,United States of America,2013-03-10,2013,8.2,1 Seasons,"Crime, Documentary, Drama, Reality",en,"This extension of the long-running true-crime series 'Snapped' shifts the focus to couples whose passion drives them to commit terrible criminal acts. Using re-creations and gripping firsthand accounts, each episode takes a deep dive into a case, telling the story of the couple's romance, how the relationship evolved from love to manipulation, and what ultimately drove the couple to commit the crime.",75.244,13.0,8.2
202205,TV Show,"BiTS, magazine presque culte",,Rafik Djoumi,France,2013-10-16,2013,0.0,1 Seasons,Documentary,fr,,61.065,0.0,0.0
94475,TV Show,Tempero de Família,"Pablo Hofmann, Gigi Soares",Rodrigo Hilbert,Brazil,2013-04-04,2013,0.0,1 Seasons,"Talk, Reality",pt,Rodrigo Hilbert's cooking show,82.191,0.0,0.0
79841,TV Show,Gran Reserva: el origen,,"Víctor Clavijo, Jesús Olmedo, Manuel de Blas, Alberto San Juan, Marta Torné",Spain,2013-05-13,2013,2.0,1 Seasons,"Drama, Family",es,,68.837,1.0,2.0
61456,TV Show,Free!,,"Nobunaga Shimazaki, Daisuke Hirakawa, Akeno Watanabe, Kenjiro Tsuda, Mamoru Miyano","Japan, United States of America",2013-07-04,2013,8.2,1 Seasons,"Animation, Comedy, Drama",ja,"The story revolves around Haruka Nanase, a boy who has always loved to be immersed in water, and to swim in it. Before graduating from elementary school, he participated in a swimming tournament along with his fellow swimming club members, Makoto Tachibana, Nagisa Hazuki, and Rin Matsuoka. After achieving victory, each of the boys went their separate ways. Time passed, and in the middle of their uneventful high school lives Rin appears and challenges Haruka to a match, showing Haruka his overwhelming power. Not wanting it to end like this, Haruka, gathers together Makoto and Nagisa once again and brings a new member named Rei Ryugazaki to create the Iwatobi High School Swimming Club in order to defeat Rin.",50.022,223.0,8.2
48139,TV Show,Swordsman,Yijuan Hu,"Wallace Huo, Yuan Shanshan, Joe Chen, Yang Rong, Hei Zi",China,2013-02-06,2013,6.0,1 Seasons,"Drama, Sci-Fi & Fantasy",zh,"Swordsman is a Chinese television series adapted from Louis Cha's novel The Smiling, Proud Wanderer. The series is written and produced by Yu Zheng, and directed by Hu Yijuan, starring Wallace Huo and Yuan Shanshan in the leading roles. Shooting started on 24 March 2012 in Xiandu, Jinyun County, Lishui, Zhejiang. It was aired in China on Hunan Television from 6 February to 4 March 2013.",60.661,7.0,6.0
59585,TV Show,Mga Basang Sisiw,Ricky Davao,"Renz Valerio, Bianca Umali, Kimberly Faye Fulgar, Hershey Garcia, Miko Zarsadias",Philippines,2013-06-03,2013,0.0,1 Seasons,Drama,tl,"Mga Basang Sisiw or Lost Children is a Filipino drama television series developed by Dode Cruz and produced by GMA Network. It premiered on June 3, 2013, replacing Unforgettable on the network's coveted Afternoon Prime block, and on June 5, 2013 worldwide via GMA Pinoy TV. The series is inspired on Agustin dela Cruz's classic Filipino film of the same title and topbilled by Lani Mercado, Raymond Bagatsing, Gardo Versoza, Maxene Magalona, Mike Tan and featuring Renz Valerio, Bianca Umali, Kimberly Faye, Hershey Garcia and Miko Zarsadias in the titular characters. The show is executive produced by Kaye Atienza-Cadsawan and directed by Ricky Davao. The series chronicles the story of five siblings – Justin, Faye, Shine, Cha and Mickey – and their long and painful journey to rebuild their once happy family.",80.662,0.0,0.0
55808,TV Show,Gogglebox,,"Jenny Newby, Lee Riley, Tom Malone Sr., Julie Malone",United Kingdom,2013-03-07,2013,6.889,1 Seasons,"Family, Reality",en,"Gogglebox is an entertaining television review programme in which some of Britain's most opinionated and avid telly viewers comment freely on the best and worst television shows of the past week, from the comfort of their sofas.",58.832,27.0,6.889
50059,TV Show,Anna Karenina,"Gil Tejada Jr., Gina Alajar","Krystal Reyes, Barbie Forteza, Joyce Ching, Sandy Andolong, Juan Rodrigo",Philippines,2013-06-03,2013,0.0,1 Seasons,Drama,tl,"Anna Karenina is a Filipino drama series created by RJ Nuevas and produced by GMA Network. It premiered on June 3, 2013 on GMA Telebabad block, replacing Indio and June 4, 2013 worldwide via GMA Pinoy TV. The series concluded its sixteen-week run on October 25, 2013, with a total of 80 episodes, and replaced by Kahit Nasaan Ka Man on its timeslot. The series features Krystal Reyes, Barbie Forteza and Joyce Ching. It is based on the 1996 original television series of the same title under the production of Viva Television starring Antoinette Taus, Sunshine Dizon, Kim delos Santos and Tanya Garcia.",56.91,0.0,0.0
58127,TV Show,Goddess of Marriage,Oh Jin-seok,"Nam Sang-mi, Lee Sang-woo, Kim Ji-hun, Lee Tae-ran, Clara Lee",South Korea,2013-06-29,2013,1.5,1 Seasons,"Comedy, Drama, Family",ko,"Goddess of Marriage is a 2013 South Korean romantic comedy-drama series starring Nam Sang-mi, Kim Ji-hoon, Lee Sang-woo, Lee Tae-ran, Kim Jung-tae, Jo Min-su, Kwon Hae-hyo, Jang Young-nam and Jang Hyun-sung. It premiered on SBS on June 29, 2013, airing every Saturday and Sunday at 21:50 for 32 episodes.",54.348,2.0,1.5
47335,TV Show,A Place to Call Home,,"Marta Dusseldorp, Noni Hazlehurst, Brett Climo, Craig Hall, David Berry",Australia,2013-04-28,2013,7.3,1 Seasons,"Drama, Soap",en,"A mysterious woman is perched between the harsh legacy of World War II and the hope of a new life in Australia. A sweeping romantic drama set in 1950s rural Australia following the lives of the Blighs, a wealthy and complicated pastoralist family, who lives in Inverness, NSW.",51.164,38.0,7.3
83220,TV Show,Mario Barth deckt auf,,"Mario Barth, Reiner Holznagel",Germany,2013-10-09,2013,6.0,1 Seasons,"Reality, Comedy",de,,64.895,3.0,6.0
58940,TV Show,Secretos de Familia,,"Sergio Basañez, Anette Michel, Patricia Bernal, Alberto Casanova, Hector Arredondo",Mexico,2013-05-13,2013,0.0,1 Seasons,"Drama, Soap",es,"Secretos de Familia is a Mexican telenovela, remake of Brothers & Sisters by Azteca in 2013. As of January 2013, confirmed cast includes Sergio Basañez and Anette Michel as the protagonists. As of May 13, 2013, Azteca 13 is broadcasting Secretos de Familia, replacing La Otra Cara del Alma.",79.002,0.0,0.0
57255,TV Show,Just You,Ker Choon Hooi,"Puff Kuo, Aaron Yan, Katherine Wang, Dean Fujioka",Taiwan,2013-06-21,2013,5.0,1 Seasons,"Comedy, Drama",zh,"After paying her rent 6 months in advance, Liang Liang Chen (Guo Xue Fu) receives a court notification that her home will be seized. New owner Yi Chi (Aaron Yan) doesn't make it any easier when he holds her house deed hostage and practically threatens her to move out. As if things couldn't get any worse, Liang Liang's new boss steps into the office, and declares a ban on office romance. Who would’ve guessed that the new boss is none other than her newest enemy, Yi Chi? Now the distant and evil landlord is promoted to an insufferable boss who is persecuting love! It's a full on war both on and off the clock as Liang Liang is determined to change Yi Chi's ways.",57.202,8.0,5.0
58476,TV Show,Bukod Kang Pinagpala,Don Michael Perez,"Camille Prats, Mona Louise Rey, Jackie Rice, Jennica Garcia, Mark Anthony Fernandez",Philippines,2013-02-11,2013,0.0,1 Seasons,Drama,tl,"Bukod Kang Pinagpala or Mother's Love is a Filipino drama series created by RJ Nuevas and produced by GMA Network. It premiered February 11, 2013 on GMA Afternoon Prime block, replacing Sana Ay Ikaw Na Nga and February 14, 2013 worldwide via GMA Pinoy TV. It concluded its seventeen weeks run on June 7, 2013 with the total of eighty-two episodes, and replaced by Maghihintay Pa Rin on its timeslot. The series headlines Camille Prats, Jennica Garcia, Jackie Rice, Mark Anthony Fernandez and Mona Louise Rey as the main casts. It executive produced by Winnie Hollis-Reyes and under the direction of Don Michael Perez. Served as the network's first afternoon drama offering for the year, the series narrates the stories of three women whose lives and loves are hurled into a complex web of deceit, ambition, hope, and love.",57.698,0.0,0.0
53721,TV Show,Love Live! School Idol Project,,"Emi Nitta, Suzuko Mimori, Aya Uchida, Pile, Yurika Kubo",Japan,2013-01-06,2013,7.3,1 Seasons,"Animation, Comedy, Drama",ja,"Otonokizaka High School is planning to close within three years. However, nine female students come together with one thing in mind—form a pop idol group to revive the school’s popularity and keep it from shutting down. 'In order to protect our beloved school, there’s only one thing we can do...become pop stars!'",56.287,75.0,7.3
72000,TV Show,L'appart du 5e,,"Yan England, Sarah-Jeanne Labrosse, Marilou Morin, Guillaume Perreault, Olivier Aubin",Canada,2013-01-15,2013,9.0,1 Seasons,"Comedy, Sci-Fi & Fantasy",fr,,78.616,2.0,9.0
195697,TV Show,Angel is Coming,Yang Yang,"Ma Su, Li Xiaoran, Liu Tao, Qin Hailu, Jerry Lee",China,2013-07-31,2013,10.0,1 Seasons,"Comedy, Drama",zh,,61.443,1.0,10.0
202293,TV Show,Doksanlar,"Müfit Can Saçıntı, Mustafa Uğur Yağcıoğlu","Deniz Oral, Renan Bilek, Esra Dermancıoğlu, Sinem Yener Ekşioğlu, Ümit Erdim",Turkey,2013-06-26,2013,2.0,1 Seasons,"Comedy, Family",tr,,55.405,1.0,2.0
57476,TV Show,Longmen Express,,"Fang Qian, Anita Yuen Wing-Yee, Chen He, Ma Tianyu, Yao Chen",China,2013-07-30,2013,6.6,1 Seasons,"Drama, Comedy",zh,"The series follows a group of workers at a delivery/security guard agency, where the workday consists of ego clashes, inappropriate behavior and action-packed comedy.",52.203,11.0,6.6
57861,TV Show,Reizen Waes,,Tom Waes,Belgium,2013-09-03,2013,8.2,1 Seasons,Documentary,nl,,69.132,10.0,8.2
61324,TV Show,"Su Baek-hyang, the King's Daughter",Lee Sang-yeob,"Seo Hyun-jin, Seo Woo, Lee Jae-ryong, Jo Hyun-jae, Jun Tae-Soo",South Korea,2013-09-30,2013,6.7,1 Seasons,Drama,ko,"This is the story of Su Baek-hyang, born as the elder daughter of King Mu-ryeong but unable to retain her title of princess due to her ambitious younger sister, Sol-hui. Humble and hard-working, she was taught never to want or to desire beyond what she has, but the fate given to her is one that will affect not only her life and her family's lives, but the entire nation as she struggles to find her place in life and fight for love.",47.502,7.0,6.7
67397,TV Show,Make Love,,Ann-Marlene Henning,Germany,2013-11-03,2013,6.5,1 Seasons,Documentary,de,"You can learn how to make love – in the documentary series, a therapist and sexologist Ann-Marlene Henning discuss their sex lives with couples and gives help – always with a pinch of humor.",52.823,2.0,6.5
47600,TV Show,Rogue,,"Cole Hauser, Richard Schiff, Meaghan Rath","Canada, United Kingdom",2013-04-03,2013,6.8,1 Seasons,"Drama, Crime",en,"Grace, a morally and emotionally-conflicted undercover detective, is tormented by the possibility that her own actions contributed to her son’s death. Grace’s search for the truth is further complicated by her forbidden relationship with Jimmy, the crime boss who may have played a hand in the crime.",48.686,56.0,6.8
124311,TV Show,Who Is Afraid in Front of Love,,"Zhang Xiaolong, Huo Siyan, Chen Zihan, Huanhuan Xu, Xi Xue",China,2013-09-28,2013,0.0,1 Seasons,Drama,zh,,43.494,0.0,0.0
76725,TV Show,Swashbuckle,,"Sophia Nomvete, Gemma Hunt, Conor McNamara",United Kingdom,2013-07-06,2013,6.5,1 Seasons,Family,en,"A game show where children compete to win back the jewels belonging to Gem. Captain Sinker, and pirates Cook and Line are out there to stop the kids from getting the jewels back. If all five jewels are retrieved, one of the nasty pirates will walk the plank, into he ships mess.",55.356,4.0,6.5
69390,TV Show,Saraswatichandra,Arvind Babbal,"Shiny Doshi, Gautam Rode, Jennifer Winget, Varun Kapoor","India, United States of America",2013-02-25,2013,10.0,1 Seasons,"Soap, Drama, Family",hi,"In this classic take of love and heartbreak, Saras and Kumud are soulmates who are repeatedly denied the joy of being together. Will destiny bring them together?",70.732,1.0,10.0
73789,TV Show,Woozle Goozle,,"Martin Reinl, Simón Albers, Maria Meinert",Germany,2013-02-02,2013,8.0,1 Seasons,Documentary,de,,61.558,3.0,8.0
94464,TV Show,Korean Food War,Hyun Don,"유지상, Kang Ho-dong, Sim Young-soon, Choi Hyun-seok",South Korea,2013-09-28,2013,0.0,1 Seasons,Reality,ko,"A cooking contest begins with Korea's most skilled chefs from every region of Korea, with one contestant being dropped every round. The judges, famed as the Korean epicurean, discuss the food they taste and choose the winner of them all.",58.923,0.0,0.0
224694,TV Show,Королева бандитов,,"Ekaterina Kuznetsova, Roman Polyanskiy, Elena Safonova, Aleksandr Dyachenko, Юрий Устюгов",,2013-03-18,2013,0.0,1 Seasons,,ru,,49.39,0.0,0.0
61775,TV Show,Ever After High,,"Erin Fitzgerald, Jonquil Goode","Canada, United States of America",2013-06-18,2013,7.8,1 Seasons,"Kids, Animation, Drama, Action & Adventure, Family",en,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).",64.637,50.0,7.8
56017,TV Show,Shtisel,Alon Zingman,"Michael Aloni, Doval'e Glickman, Neta Riskin, Shira Haas, Zohar Shtrauss",Israel,2013-06-29,2013,8.1,1 Seasons,Drama,he,"Akiva and Shulem Shtisel, father and son, sit on a little balcony overlooking streets of the Geula neighborhood of Jerusalem. A year has passed since the mother died. All the other children have left the nest, and only Shulam and Akiva remain - quarreling, making up, and laughing about themselves and the rest of the world. All will change when Akiva meets Elisheva.",45.832,40.0,8.1
58956,TV Show,Wolfblood,,"Rachel Teate, Gabrielle Green, Louis Payne, Rukku Nahar, Michelle Gayle","United Kingdom, United States of America",2013-02-25,2013,8.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Mystery",en,"Being a teenager is hard enough. Being a Wolfblood teenager is ten times more complicated. 14 year old Maddy loves her abilities - heightened senses, being faster, stronger and more graceful - but hates the secrets that come with them.",54.124,227.0,8.0
45666,TV Show,Sam & Cat,,"Jennette McCurdy, Ariana Grande, Cameron Ocasio",United States of America,2013-06-08,2013,7.624,1 Seasons,"Comedy, Kids",en,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies! Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",46.119,387.0,7.624
62411,TV Show,Let's Eat,"Choi Gyu-sik, Park Joon-hwa","Yoon Doo-joon, Baek Jin-hee, An Woo-yeon, Lee Ju-woo, Kim Dong-young",South Korea,2013-11-28,2013,8.1,1 Seasons,"Comedy, Crime, Drama",ko,"What do a group of foodies and a murder have in common? Lee Soo Kyung is a 33-year-old divorcee who is a composed, confident woman who is happy to be living alone after marrying way too early in life. But the only thing that can make her lose her cool composure is great food. Living next door is another foodie, Goo Dae Young, a single man who loves surrounding himself with gourmet food but hates being asked if he is dining alone at great restaurants. When a strange murder occurs in their neighborhood, how will their lives be intertwined?",55.798,15.0,8.1
48041,TV Show,20 Minutes,Ali Bilgin,"Tuba Büyüküstün, İlker Aksum, Firat Celik, İpek Bilgin, Metin Çekmez",Turkey,2013-01-01,2013,8.6,1 Seasons,"Family, Drama, Action & Adventure",tr,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,53.674,20.0,8.6
55866,TV Show,Candice Renoir,,"Cécile Bois, Raphaël Lenglet",France,2013-04-19,2013,7.2,1 Seasons,"Comedy, Crime",fr,"Candice Renoir had put her career on standby for 10 years. When she returns from Singapore to resume service in a port town in the south of France, she feels a bit “rusty”. Despite the obvious defiance of her unit and a cynical superior who doesn’t make her job any easier, she is determined to turn her so-called weaknesses into strengths, solving the most complex cases with her common sense, her acute observation and her practical nature seasoned by a busy daily routine. Only Candice can catch a killer because she knows the chemical composition of a window-cleaning product or determine the hour of a murder from the cooking-time of kebabs… Candice is only naive on the outside, and nobody can resist her!",52.95,62.0,7.2
90844,TV Show,If By Life You Were Deceived,,"Lu Yi, Qin Hailu, Geng Le, Wu Yue, Guo Jingfei",China,2013-05-23,2013,0.0,1 Seasons,Drama,zh,,57.535,0.0,0.0
60428,TV Show,Prohibido Amar,,"Rossana Najera, Fernando Ciangherotti, Anna Ciocchetti, Iliana Fox, Marco de Paula",Mexico,2013-10-07,2013,0.0,1 Seasons,Drama,es,"Prohibido Amar is a Mexican telenovela produced by Azteca in 2013. It is a remake of Colombian telenovela, La Sombra del Deseo.",57.733,0.0,0.0
